inspection_id,vehicle_id,model,plant,component_id,component_type,supplier,inspection_date,fault_code,fault_type,severity,sensor_value,inspection_result,repair_action
INS0345,V0366,MODEL_C,Plant_2,CMP0013,Brake Sensor,Supplier_C,2026-02-09,SIG_ERR,Signal Error,High,32.58,Fail,Inspect sensor connection
INS0346,V0233,MODEL_B,Plant_1,CMP0146,Temperature Sensor,Supplier_C,2026-07-17,NO_SIG,No Signal,Medium,107.46,Fail,Check wiring and connector
INS0347,V0246,MODEL_C,Plant_3,CMP0067,Battery,Supplier_A,2026-04-08,BAT_VOLT,Voltage Drop,Low,62.31,Fail,Check battery voltage
INS0348,V0261,MODEL_A,Plant_2,CMP0032,Temperature Sensor,Supplier_B,2026-07-17,TEMP_DRIFT,Signal Drift,Low,9999.0,Fail,Perform sensor calibration
INS0349,V0043,MODEL_B,Plant_3,CMP0021,Brake Sensor,Supplier_C,2026-01-11,SIG_ERR,Signal Error,Medium,24.99,Fail,Inspect sensor connection
INS0350,V0158,MODEL_B,Plant_2,CMP0047,Brake Sensor,Supplier_A,2026-01-12,SIG_ERR,Signal Error,High,7.32,Fail,Inspect sensor connection
INS0351,V0455,MODEL_C,Plant_2,CMP0270,Temperature Sensor,Supplier_B,2026-03-25,NO_SIG,No Signal,Low,30.06,Fail,Check wiring and connector
INS0352,V0112,MODEL_B,Plant_2,CMP0275,Battery,Supplier_B,2026-07-17,BAT_TEMP,Overheating,High,34.9,Fail,Inspect cooling system
INS0353,V0130,MODEL_C,Plant_1,CMP0076,Brake Sensor,Supplier_C,2026-06-18,CAL_ERR,Calibration Error,Medium,58.78,Fail,Recalibrate sensor
INS0354,V0085,MODEL_C,Plant_3,CMP0038,Battery,Supplier_A,2026-02-21,BAT_TEMP,Overheating,Low,35.58,Fail,Inspect cooling system
INS0355,V0111,MODEL_B,Plant_1,CMP0160,Brake Sensor,Supplier_B,2026-01-10,NO_SIG,No Signal,Medium,21.1,Fail,Check wiring and connector
INS0356,V0229,MODEL_B,Plant_1,CMP0036,Battery,Supplier_C,2026-07-23,BAT_CELL,Cell Imbalance,Critical,37.38,Fail,Inspect battery cells
INS0357,V0235,MODEL_A,Plant_3,CMP0086,Battery,Supplier_A,2026-07-02,BAT_TEMP,Overheating,High,51.41,Fail,Inspect cooling system
INS0358,V0158,MODEL_A,Plant_3,CMP0151,Brake Sensor,Supplier_B,2026-01-04,NO_SIG,No Signal,Low,10.97,Fail,Check wiring and connector
INS0359,V0448,MODEL_A,Plant_3,CMP0226,Brake Sensor,Supplier_B,2026-01-13,CAL_ERR,Calibration Error,Low,26.57,Fail,Recalibrate sensor
INS0360,V0059,MODEL_A,Plant_3,CMP0057,Battery,Supplier_A,2026-06-19,BAT_TEMP,Overheating,Medium,38.94,Fail,Inspect cooling system
INS0361,V0306,MODEL_C,Plant_3,CMP0014,Battery,Supplier_A,2026-02-04,BAT_TEMP,Overheating,High,58.19,Fail,Inspect cooling system
INS0362,V0089,MODEL_C,Plant_1,CMP0115,Brake Sensor,Supplier_C,2026-08-01,SIG_ERR,Signal Error,Medium,55.95,Fail,Inspect sensor connection
INS0363,V0044,MODEL_C,Plant_3,CMP0134,Battery,Supplier_A,2026-03-24,BAT_TEMP,Overheating,High,72.28,Fail,Inspect cooling system
INS0364,V0448,MODEL_B,Plant_3,CMP0271,Battery,Supplier_B,2026-05-19,BAT_TEMP,Overheating,Medium,41.12,Fail,Inspect cooling system
INS0365,V0289,MODEL_B,Plant_1,CMP0107,Temperature Sensor,Supplier_B,2026-07-14,TEMP_DRIFT,Signal Drift,Medium,-7.61,Fail,Perform sensor calibration
INS0366,V0113,MODEL_B,Plant_2,CMP0021,Temperature Sensor,Supplier_A,2026-03-23,NO_SIG,No Signal,Low,-12.77,Fail,Check wiring and connector
INS0367,V0409,MODEL_C,Plant_1,CMP0068,Brake Sensor,Supplier_C,2026-05-09,NO_SIG,No Signal,Low,47.48,Fail,Check wiring and connector
INS0368,V0023,MODEL_A,Plant_1,CMP0156,Temperature Sensor,,2026-03-11,NO_SIG,No Signal,High,34.55,Fail,Check wiring and connector
INS0369,V0137,MODEL_A,Plant_3,CMP0267,Temperature Sensor,Supplier_B,2026-01-06,TEMP_DRIFT,Signal Drift,High,107.34,Fail,Perform sensor calibration
INS0370,V0085,MODEL_A,Plant_3,CMP0207,Temperature Sensor,Supplier_C,2026-02-23,TEMP_INV,Invalid Reading,Medium,12.18,Fail,Replace or recalibrate sensor
INS0371,V0363,MODEL_C,Plant_2,CMP0244,Brake Sensor,Supplier_A,2026-08-03,SIG_ERR,Signal Error,Low,80.09,Fail,Inspect sensor connection
INS0372,V0497,MODEL_C,Plant_2,CMP0115,Battery,Supplier_A,2026-06-19,BAT_CELL,Cell Imbalance,Low,48.12,Fail,Inspect battery cells
INS0373,V0339,MODEL_B,Plant_2,CMP0299,Battery,Supplier_A,2026-05-07,BAT_VOLT,Voltage Drop,High,50.37,Fail,Check battery voltage
INS0374,V0118,MODEL_B,Plant_3,CMP0055,Battery,Supplier_B,2026-07-25,BAT_VOLT,Voltage Drop,High,41.35,Fail,Check battery voltage
INS0375,V0014,MODEL_B,Plant_3,CMP0253,Battery,Supplier_C,2026-03-30,BAT_CELL,Cell Imbalance,Low,57.8,Fail,Inspect battery cells
INS0376,V0180,MODEL_C,Plant_1,CMP0172,Battery,,2026-03-01,BAT_TEMP,Overheating,Medium,65.85,Fail,Inspect cooling system
INS0377,V0433,MODEL_B,Plant_1,CMP0293,Temperature Sensor,Supplier_A,2026-05-15,TEMP_DRIFT,Signal Drift,High,97.96,Fail,Perform sensor calibration
INS0378,V0384,MODEL_B,Plant_1,CMP0257,Battery,Supplier_B,2026-03-04,BAT_TEMP,Overheating,Medium,46.57,Fail,Inspect cooling system
INS0379,V0167,MODEL_C,Plant_3,CMP0093,Brake Sensor,Supplier_A,2026-05-25,CAL_ERR,Calibration Error,Low,25.98,Fail,Recalibrate sensor
INS0380,V0417,MODEL_B,Plant_3,CMP0242,Battery,Supplier_B,2026-04-13,BAT_TEMP,Overheating,High,47.33,Fail,Inspect cooling system
INS0381,V0478,MODEL_C,Plant_1,CMP0031,Temperature Sensor,Supplier_C,2026-05-25,TEMP_INV,Invalid Reading,Low,58.78,Fail,Replace or recalibrate sensor
INS0382,V0368,MODEL_C,Plant_2,CMP0009,Battery,Supplier_B,2026-05-03,BAT_TEMP,Overheating,High,30.58,Fail,Inspect cooling system
INS0383,V0377,MODEL_C,Plant_1,CMP0012,Brake Sensor,Supplier_B,2026-02-27,SIG_ERR,Signal Error,Medium,84.77,Fail,Inspect sensor connection
INS0384,V0042,MODEL_B,Plant_1,CMP0090,Brake Sensor,Supplier_C,2026-02-15,SIG_ERR,Signal Error,Low,39.37,Fail,Inspect sensor connection
INS0385,V0084,MODEL_A,Plant_2,CMP0114,Brake Sensor,Supplier_A,2026-06-08,CAL_ERR,Calibration Error,High,53.84,Fail,Recalibrate sensor
INS0386,V0430,MODEL_A,Plant_3,CMP0194,Brake Sensor,Supplier_C,2026-04-23,NO_SIG,No Signal,Low,97.13,Fail,Check wiring and connector
INS0387,V0290,MODEL_A,Plant_1,CMP0242,Brake Sensor,Supplier_B,2026-04-24,NO_SIG,No Signal,Medium,42.61,Fail,Check wiring and connector
INS0388,V0428,MODEL_C,Plant_3,CMP0260,Temperature Sensor,Supplier_C,2026-04-21,TEMP_DRIFT,Signal Drift,Low,2.68,Fail,Perform sensor calibration
INS0389,V0247,MODEL_B,Plant_2,CMP0234,Temperature Sensor,Supplier_C,2026-04-16,NO_SIG,No Signal,High,4.07,Fail,Check wiring and connector
INS0390,V0279,MODEL_C,Plant_3,CMP0272,Brake Sensor,Supplier_C,2026-04-02,CAL_ERR,Calibration Error,High,28.64,Fail,Recalibrate sensor
INS0391,V0083,MODEL_B,Plant_3,CMP0130,Battery,Supplier_B,2026-07-01,BAT_TEMP,Overheating,Medium,24.35,Fail,Inspect cooling system
INS0392,V0078,MODEL_A,Plant_2,CMP0030,Brake Sensor,Supplier_A,2026-01-29,SIG_ERR,Signal Error,Low,82.07,Fail,Inspect sensor connection
INS0393,V0240,MODEL_A,Plant_1,CMP0139,Battery,Supplier_A,2026-07-06,BAT_TEMP,Overheating,High,48.11,Fail,Inspect cooling system
INS0394,V0183,MODEL_C,Plant_2,CMP0057,Battery,Supplier_C,2026-06-14,BAT_VOLT,Voltage Drop,Low,73.35,Fail,Check battery voltage
INS0395,V0043,MODEL_A,Plant_3,CMP0226,Brake Sensor,Supplier_B,2026-04-10,CAL_ERR,Calibration Error,Medium,93.64,Fail,Recalibrate sensor
INS0396,V0382,MODEL_B,Plant_3,CMP0137,Temperature Sensor,Supplier_B,2026-08-20,TEMP_DRIFT,Signal Drift,High,40.39,Fail,Perform sensor calibration
INS0397,V0035,MODEL_C,Plant_3,CMP0163,Battery,Supplier_A,2026-04-01,BAT_TEMP,Overheating,Medium,39.82,Fail,Inspect cooling system
INS0398,V0059,MODEL_C,Plant_1,CMP0245,Temperature Sensor,Supplier_A,2026-08-23,TEMP_INV,Invalid Reading,High,86.98,Fail,Replace or recalibrate sensor
INS0399,V0365,MODEL_A,Plant_1,CMP0154,Temperature Sensor,Supplier_A,2026-08-22,TEMP_DRIFT,Signal Drift,High,66.31,Fail,Perform sensor calibration
INS0400,V0180,MODEL_C,Plant_1,CMP0273,Battery,Supplier_C,2026-04-19,BAT_TEMP,Overheating,Medium,58.8,Fail,Inspect cooling system
INS0401,V0228,MODEL_C,Plant_3,CMP0140,Battery,Supplier_A,2026-02-24,BAT_VOLT,Voltage Drop,Medium,34.93,Fail,Check battery voltage
INS0402,V0042,MODEL_C,Plant_3,CMP0029,Brake Sensor,Supplier_C,2026-08-19,CAL_ERR,Calibration Error,Medium,92.56,Fail,Recalibrate sensor
INS0403,V0005,MODEL_A,Plant_1,CMP0094,Battery,Supplier_C,2026-02-15,BAT_CELL,Cell Imbalance,Low,48.2,Fail,Inspect battery cells
INS0404,V0262,MODEL_B,Plant_3,CMP0136,Brake Sensor,Supplier_A,2026-07-02,NO_SIG,No Signal,High,46.06,Fail,Check wiring and connector
INS0405,V0037,MODEL_C,Plant_3,CMP0161,Temperature Sensor,Supplier_B,2026-04-29,TEMP_INV,Invalid Reading,Low,79.09,Fail,Replace or recalibrate sensor
INS0406,V0327,MODEL_A,Plant_2,CMP0177,Battery,Supplier_C,2026-06-30,BAT_CELL,Cell Imbalance,Medium,21.59,Fail,Inspect battery cells
INS0407,V0006,MODEL_C,Plant_2,CMP0201,Temperature Sensor,Supplier_A,2026-03-23,NO_SIG,No Signal,High,66.92,Fail,Check wiring and connector
INS0408,V0438,MODEL_C,Plant_3,CMP0050,Temperature Sensor,Supplier_C,2026-06-24,TEMP_INV,Invalid Reading,Medium,61.73,Fail,Replace or recalibrate sensor
INS0409,V0006,MODEL_C,Plant_3,CMP0210,Brake Sensor,Supplier_B,2026-05-25,NO_SIG,No Signal,Low,12.33,Fail,Check wiring and connector
INS0410,V0265,MODEL_C,Plant_3,CMP0211,Brake Sensor,Supplier_A,2026-02-06,CAL_ERR,Calibration Error,Medium,73.44,Fail,Recalibrate sensor
INS0411,V0416,MODEL_C,Plant_2,CMP0018,Temperature Sensor,Supplier_A,2026-03-17,NO_SIG,No Signal,High,45.68,Fail,Check wiring and connector
INS0412,V0088,MODEL_B,Plant_2,CMP0296,Brake Sensor,Supplier_C,2026-02-07,NO_SIG,No Signal,Medium,41.2,Fail,Check wiring and connector
INS0413,V0310,MODEL_C,Plant_3,CMP0202,Temperature Sensor,Supplier_C,2026-06-14,TEMP_INV,Invalid Reading,Low,50.47,Fail,Replace or recalibrate sensor
INS0414,V0379,MODEL_B,Plant_1,CMP0138,Brake Sensor,Supplier_B,2026-07-25,CAL_ERR,Calibration Error,High,72.92,Fail,Recalibrate sensor
INS0415,V0427,MODEL_C,Plant_1,CMP0240,Brake Sensor,Supplier_B,2026-01-03,SIG_ERR,Signal Error,Low,25.54,Fail,Inspect sensor connection
INS0416,V0418,MODEL_A,Plant_3,CMP0020,Battery,Supplier_B,2026-01-21,BAT_TEMP,Overheating,Low,22.49,Fail,Inspect cooling system
INS0417,V0418,MODEL_B,Plant_1,CMP0026,Temperature Sensor,Supplier_C,2026-04-17,TEMP_INV,Invalid Reading,Low,-13.87,Fail,Replace or recalibrate sensor
INS0418,V0294,MODEL_B,Plant_1,CMP0181,Brake Sensor,Supplier_C,2026-02-10,NO_SIG,No Signal,High,82.13,Fail,Check wiring and connector
INS0419,V0088,MODEL_B,Plant_3,CMP0037,Temperature Sensor,Supplier_B,2026-05-25,NO_SIG,No Signal,High,90.79,Fail,Check wiring and connector
INS0420,V0231,MODEL_A,Plant_1,CMP0025,Temperature Sensor,Supplier_A,2026-03-18,TEMP_INV,Invalid Reading,Low,93.14,Fail,Replace or recalibrate sensor
INS0421,V0485,MODEL_B,Plant_2,CMP0197,Temperature Sensor,Supplier_B,2026-08-27,NO_SIG,No Signal,High,22.7,Fail,Check wiring and connector
INS0422,V0261,MODEL_C,Plant_3,CMP0013,Battery,Supplier_C,2026-06-20,BAT_TEMP,Overheating,Low,38.37,Fail,Inspect cooling system
INS0423,V0080,MODEL_B,Plant_1,CMP0192,Brake Sensor,Supplier_C,2026-04-21,CAL_ERR,Calibration Error,High,9.44,Fail,Recalibrate sensor
INS0424,V0115,MODEL_C,Plant_1,CMP0118,Brake Sensor,Supplier_A,2026-02-06,CAL_ERR,Calibration Error,High,92.23,Fail,Recalibrate sensor
INS0425,V0176,MODEL_B,Plant_3,CMP0226,Temperature Sensor,Supplier_B,2026-04-15,TEMP_DRIFT,Signal Drift,High,69.76,Fail,Perform sensor calibration
INS0426,V0107,MODEL_A,Plant_3,CMP0124,Battery,Supplier_B,2026-03-23,BAT_TEMP,Overheating,Low,63.05,Fail,Inspect cooling system
INS0427,V0072,MODEL_B,Plant_2,CMP0047,Brake Sensor,Supplier_B,2026-05-06,CAL_ERR,Calibration Error,High,87.13,Fail,Recalibrate sensor
INS0428,V0073,MODEL_A,Plant_3,CMP0226,Temperature Sensor,Supplier_B,2026-04-20,TEMP_INV,Invalid Reading,Medium,10.69,Fail,Replace or recalibrate sensor
INS0429,V0429,MODEL_C,Plant_2,CMP0178,Temperature Sensor,Supplier_C,2026-03-11,TEMP_INV,Invalid Reading,Medium,2.58,Fail,Replace or recalibrate sensor
INS0430,V0132,MODEL_B,Plant_3,CMP0275,Temperature Sensor,Supplier_B,2026-01-08,NO_SIG,No Signal,Low,85.68,Fail,Check wiring and connector
INS0431,V0103,MODEL_B,Plant_3,CMP0118,Battery,Supplier_B,2026-02-14,BAT_TEMP,Overheating,High,70.26,Fail,Inspect cooling system
INS0432,V0055,MODEL_A,Plant_2,CMP0174,Battery,Supplier_B,2026-07-12,BAT_TEMP,Overheating,Low,79.15,Fail,Inspect cooling system
INS0433,V0405,MODEL_C,Plant_2,CMP0207,Temperature Sensor,Supplier_B,2026-03-29,NO_SIG,No Signal,High,91.28,Fail,Check wiring and connector
INS0434,V0115,MODEL_C,Plant_2,CMP0178,Temperature Sensor,Supplier_B,2026-08-26,TEMP_DRIFT,Signal Drift,Medium,65.86,Fail,Perform sensor calibration
INS0435,V0088,MODEL_C,Plant_1,CMP0275,Brake Sensor,Supplier_C,2026-05-16,SIG_ERR,Signal Error,Low,10.62,Fail,Inspect sensor connection
INS0436,V0204,MODEL_A,Plant_3,CMP0107,Brake Sensor,Supplier_B,2026-01-02,CAL_ERR,Calibration Error,Low,39.85,Fail,Recalibrate sensor
INS0437,V0472,MODEL_A,Plant_3,CMP0253,Brake Sensor,Supplier_C,2026-04-15,CAL_ERR,Calibration Error,High,49.38,Fail,Recalibrate sensor
INS0438,V0441,MODEL_B,Plant_2,CMP0072,Battery,Supplier_C,2026-07-19,BAT_VOLT,Voltage Drop,Low,78.11,Fail,Check battery voltage
INS0439,V0171,MODEL_C,Plant_2,CMP0108,Brake Sensor,Supplier_C,2026-02-04,NO_SIG,No Signal,Medium,30.39,Fail,Check wiring and connector
INS0440,V0151,MODEL_B,Plant_2,CMP0136,Brake Sensor,Supplier_A,2026-08-09,CAL_ERR,Calibration Error,High,50.24,Fail,Recalibrate sensor
INS0441,V0199,MODEL_C,Plant_2,CMP0254,Battery,Supplier_B,2026-02-08,BAT_VOLT,Voltage Drop,Medium,40.04,Fail,Check battery voltage
INS0442,V0498,MODEL_B,Plant_1,CMP0268,Temperature Sensor,Supplier_A,2026-05-30,TEMP_DRIFT,Signal Drift,Low,-14.46,Fail,Perform sensor calibration
INS0443,V0321,MODEL_C,Plant_2,CMP0067,Temperature Sensor,,2026-01-28,TEMP_INV,Invalid Reading,High,38.17,Fail,Replace or recalibrate sensor
INS0444,V0124,MODEL_C,Plant_1,CMP0017,Battery,Supplier_B,2026-08-29,BAT_TEMP,Overheating,High,51.15,Fail,Inspect cooling system
INS0445,V0144,MODEL_C,Plant_3,CMP0108,Brake Sensor,Supplier_A,2026-02-13,NO_SIG,No Signal,High,44.36,Fail,Check wiring and connector
INS0446,V0200,MODEL_C,Plant_3,CMP0058,Brake Sensor,Supplier_B,2026-01-10,NO_SIG,No Signal,Medium,16.5,Fail,Check wiring and connector
INS0447,V0171,MODEL_B,Plant_3,CMP0295,Brake Sensor,Supplier_B,2026-01-13,CAL_ERR,Calibration Error,Low,98.77,Fail,Recalibrate sensor
INS0448,V0173,MODEL_C,Plant_2,CMP0092,Brake Sensor,,2026-06-22,SIG_ERR,Signal Error,Low,57.95,Fail,Inspect sensor connection
INS0449,V0215,MODEL_C,Plant_2,CMP0112,Battery,Supplier_C,2026-07-25,BAT_VOLT,Voltage Drop,High,72.02,Fail,Check battery voltage
INS0450,V0093,MODEL_C,Plant_2,CMP0230,Brake Sensor,Supplier_A,2026-07-19,CAL_ERR,Calibration Error,Low,3.26,Fail,Recalibrate sensor
INS0451,V0245,MODEL_A,Plant_2,CMP0281,Temperature Sensor,Supplier_B,2026-07-21,TEMP_DRIFT,Signal Drift,Low,-5.95,Fail,Perform sensor calibration
INS0452,V0291,MODEL_C,Plant_2,CMP0002,Battery,Supplier_A,2026-05-22,BAT_TEMP,Overheating,Low,60.38,Fail,Inspect cooling system
INS0453,V0357,MODEL_A,Plant_1,CMP0090,Temperature Sensor,Supplier_B,2026-02-11,TEMP_DRIFT,Signal Drift,High,-6.45,Fail,Perform sensor calibration
INS0454,V0370,MODEL_A,Plant_1,CMP0208,Temperature Sensor,Supplier_C,2026-05-16,NO_SIG,No Signal,High,69.71,Fail,Check wiring and connector
INS0455,V0409,MODEL_A,Plant_1,CMP0203,Temperature Sensor,Supplier_A,2026-04-17,NO_SIG,No Signal,High,-19.41,Fail,Check wiring and connector
INS0456,V0232,MODEL_C,Plant_3,CMP0172,Temperature Sensor,Supplier_B,2026-01-24,TEMP_INV,Invalid Reading,High,2.29,Fail,Replace or recalibrate sensor
INS0457,V0421,MODEL_B,Plant_1,CMP0150,Temperature Sensor,Supplier_C,2026-06-02,TEMP_DRIFT,Signal Drift,Medium,6.85,Fail,Perform sensor calibration
INS0458,V0186,MODEL_C,Plant_3,CMP0142,Temperature Sensor,Supplier_B,2026-06-11,NO_SIG,No Signal,Medium,0.6,Fail,Check wiring and connector
INS0459,V0339,MODEL_A,Plant_1,CMP0112,Temperature Sensor,Supplier_C,2026-02-18,TEMP_INV,Invalid Reading,High,88.19,Fail,Replace or recalibrate sensor
INS0460,V0331,MODEL_A,Plant_3,CMP0113,Brake Sensor,Supplier_A,2026-02-11,NO_SIG,No Signal,High,32.21,Fail,Check wiring and connector
INS0461,V0022,MODEL_A,Plant_1,CMP0255,Brake Sensor,Supplier_B,2026-03-08,CAL_ERR,Calibration Error,Medium,21.23,Fail,Recalibrate sensor
INS0462,V0317,MODEL_A,Plant_2,CMP0144,Brake Sensor,Supplier_B,2026-08-08,CAL_ERR,Calibration Error,Medium,40.57,Fail,Recalibrate sensor
INS0463,V0073,MODEL_B,Plant_1,CMP0037,Brake Sensor,Supplier_B,2026-05-29,NO_SIG,No Signal,Medium,15.27,Fail,Check wiring and connector
INS0464,V0021,MODEL_B,Plant_2,CMP0003,Brake Sensor,Supplier_A,2026-08-10,CAL_ERR,Calibration Error,Medium,20.82,Fail,Recalibrate sensor
INS0465,V0217,MODEL_B,Plant_3,CMP0249,Temperature Sensor,Supplier_C,2026-04-21,NO_SIG,No Signal,Medium,49.36,Fail,Check wiring and connector
INS0466,V0042,MODEL_C,Plant_1,CMP0173,Battery,Supplier_C,2026-03-16,BAT_VOLT,Voltage Drop,Low,71.72,Fail,Check battery voltage
INS0467,V0027,MODEL_B,Plant_3,CMP0103,Brake Sensor,Supplier_C,2026-02-01,CAL_ERR,Calibration Error,Medium,70.53,Fail,Recalibrate sensor
INS0468,V0069,MODEL_A,Plant_3,CMP0050,Battery,Supplier_A,2026-02-14,,Cell Imbalance,High,48.66,Fail,Inspect battery cells
INS0469,V0194,MODEL_C,Plant_2,CMP0289,Temperature Sensor,Supplier_B,2026-07-27,TEMP_DRIFT,Signal Drift,Low,50.8,Fail,Perform sensor calibration
INS0470,V0062,MODEL_B,Plant_3,CMP0007,Battery,Supplier_A,2026-03-05,BAT_CELL,Cell Imbalance,Low,31.91,Fail,Inspect battery cells
INS0471,V0337,MODEL_C,Plant_1,CMP0066,Battery,Supplier_B,2026-08-27,BAT_VOLT,Voltage Drop,Medium,32.88,Fail,Check battery voltage
INS0472,V0038,MODEL_A,Plant_1,CMP0214,Battery,Supplier_C,2026-03-10,BAT_TEMP,Overheating,Low,55.37,Fail,Inspect cooling system
INS0473,V0125,MODEL_A,Plant_1,CMP0078,Battery,Supplier_B,2026-01-17,BAT_CELL,Cell Imbalance,Medium,30.39,Fail,Inspect battery cells
INS0474,V0133,MODEL_A,Plant_3,CMP0191,Battery,Supplier_A,2026-02-07,BAT_CELL,Cell Imbalance,High,56.83,Fail,Inspect battery cells
INS0475,V0402,MODEL_C,Plant_3,CMP0287,Battery,Supplier_B,2026-05-01,BAT_TEMP,Overheating,Medium,59.4,Fail,Inspect cooling system
INS0476,V0380,MODEL_B,Plant_2,CMP0115,Battery,Supplier_A,2026-07-23,BAT_CELL,Cell Imbalance,Medium,55.34,Fail,Inspect battery cells
INS0477,V0291,MODEL_A,Plant_1,CMP0025,Brake Sensor,Supplier_C,2026-03-27,NO_SIG,No Signal,High,95.05,Fail,Check wiring and connector
INS0478,V0294,MODEL_B,Plant_2,CMP0080,Brake Sensor,Supplier_C,2026-07-04,CAL_ERR,Calibration Error,Medium,16.15,Fail,Recalibrate sensor
INS0479,V0107,MODEL_A,Plant_3,CMP0113,Brake Sensor,Supplier_A,2026-03-14,NO_SIG,No Signal,High,47.72,Fail,Check wiring and connector
INS0480,V0263,MODEL_A,Plant_3,CMP0154,Brake Sensor,Supplier_A,2026-02-28,NO_SIG,No Signal,Medium,8.81,Fail,Check wiring and connector
INS0481,V0028,MODEL_B,Plant_3,CMP0154,Brake Sensor,Supplier_C,2026-06-12,SIG_ERR,Signal Error,High,37.57,Fail,Inspect sensor connection
INS0482,V0167,MODEL_B,Plant_1,CMP0054,Temperature Sensor,Supplier_A,2026-07-14,TEMP_DRIFT,Signal Drift,Medium,-18.25,Fail,Perform sensor calibration
INS0483,V0264,MODEL_B,Plant_2,CMP0189,Battery,Supplier_C,2026-02-11,BAT_TEMP,Overheating,Low,64.33,Fail,Inspect cooling system
INS0484,V0224,MODEL_B,Plant_1,CMP0266,Temperature Sensor,Supplier_B,2026-06-02,TEMP_INV,Invalid Reading,High,109.86,Fail,Replace or recalibrate sensor
INS0485,V0453,MODEL_A,Plant_3,CMP0162,Battery,Supplier_C,2026-08-04,BAT_CELL,Cell Imbalance,High,22.59,Fail,Inspect battery cells
INS0486,V0075,MODEL_A,Plant_2,CMP0259,Battery,Supplier_A,2026-02-15,BAT_VOLT,Voltage Drop,Medium,70.47,Fail,Check battery voltage
INS0487,V0485,MODEL_B,Plant_2,CMP0188,Brake Sensor,Supplier_C,2026-01-19,SIG_ERR,Signal Error,High,51.24,Fail,Inspect sensor connection
INS0488,V0087,MODEL_A,Plant_1,CMP0272,Battery,Supplier_A,2026-05-04,BAT_CELL,Cell Imbalance,Low,44.56,Fail,Inspect battery cells
INS0489,V0423,MODEL_C,Plant_3,CMP0260,Temperature Sensor,Supplier_B,2026-08-26,NO_SIG,No Signal,Medium,77.45,Fail,Check wiring and connector
INS0490,V0006,MODEL_A,Plant_3,CMP0162,Battery,Supplier_A,2026-07-17,BAT_VOLT,Voltage Drop,High,27.4,Fail,Check battery voltage
INS0491,V0210,MODEL_C,Plant_1,CMP0279,Battery,Supplier_C,2026-05-19,BAT_CELL,Cell Imbalance,Low,30.71,Fail,Inspect battery cells
INS0492,V0184,MODEL_B,Plant_3,CMP0098,Battery,Supplier_C,2026-06-20,BAT_TEMP,Overheating,High,39.18,Fail,Inspect cooling system
INS0493,V0146,MODEL_A,Plant_3,CMP0183,Brake Sensor,Supplier_B,2026-04-04,SIG_ERR,Signal Error,Low,85.85,Fail,Inspect sensor connection
INS0494,V0158,MODEL_C,Plant_1,CMP0154,Brake Sensor,Supplier_C,2026-07-23,SIG_ERR,Signal Error,Medium,9.49,Fail,Inspect sensor connection
INS0495,V0109,MODEL_A,Plant_1,CMP0010,Temperature Sensor,Supplier_C,2026-08-22,TEMP_INV,Invalid Reading,Medium,84.21,Fail,Replace or recalibrate sensor
INS0496,V0137,MODEL_C,Plant_3,CMP0140,Temperature Sensor,Supplier_A,2026-07-02,NO_SIG,No Signal,Low,44.74,Fail,Check wiring and connector
INS0497,V0067,MODEL_B,Plant_2,CMP0139,Battery,Supplier_C,2026-08-22,BAT_CELL,Cell Imbalance,Low,34.99,Fail,Inspect battery cells
INS0498,V0385,MODEL_A,Plant_1,CMP0266,Brake Sensor,Supplier_A,2026-06-27,CAL_ERR,Calibration Error,Medium,11.08,Fail,Recalibrate sensor
INS0499,V0400,MODEL_B,Plant_3,CMP0077,Temperature Sensor,Supplier_B,2026-01-02,NO_SIG,No Signal,Low,16.96,Fail,Check wiring and connector
INS0500,V0286,MODEL_C,Plant_3,CMP0080,Brake Sensor,Supplier_A,2026-08-05,NO_SIG,No Signal,Low,98.38,Fail,Check wiring and connector
INS0501,V0067,MODEL_A,Plant_3,CMP0060,Battery,Supplier_B,2026-03-26,BAT_TEMP,Overheating,Low,63.91,Fail,Inspect cooling system
INS0502,V0004,MODEL_A,Plant_3,CMP0005,Battery,Supplier_A,2026-03-11,BAT_CELL,Cell Imbalance,Medium,36.69,Fail,Inspect battery cells
INS0503,V0201,MODEL_B,Plant_2,CMP0230,Battery,Supplier_B,2026-06-25,BAT_TEMP,Overheating,Low,43.86,Fail,Inspect cooling system
INS0504,V0160,MODEL_A,Plant_3,CMP0028,Brake Sensor,Supplier_B,2026-03-10,CAL_ERR,Calibration Error,Low,18.56,Fail,Recalibrate sensor
INS0505,V0500,MODEL_C,Plant_1,CMP0068,Brake Sensor,Supplier_A,2026-04-29,SIG_ERR,Signal Error,Low,7.92,Fail,Inspect sensor connection
INS0506,V0304,MODEL_C,Plant_2,CMP0094,Temperature Sensor,Supplier_B,2026-04-10,NO_SIG,No Signal,Low,66.34,Fail,Check wiring and connector
INS0507,V0178,MODEL_A,Plant_1,CMP0285,Temperature Sensor,Supplier_A,2026-08-20,TEMP_INV,Invalid Reading,Medium,-7.32,Fail,Replace or recalibrate sensor
INS0508,V0406,MODEL_C,Plant_1,CMP0221,Battery,Supplier_A,2026-05-18,BAT_VOLT,Voltage Drop,Medium,67.71,Fail,Check battery voltage
INS0509,V0440,MODEL_A,Plant_3,CMP0253,Temperature Sensor,Supplier_B,2026-01-27,TEMP_INV,Invalid Reading,Medium,5.35,Fail,Replace or recalibrate sensor
